id,title,price,google_product_category,identifier_exists,brand,custom_label_0,custom_label_1,custom_label_2
1661,"Vparfum Old Fashioned 10 мл тестер, східний парфум, давана, пшениця",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,oriental
1662,"Vparfum Gaba 100 мл, ароматичні парфум, італійський мандарин, апельсин, лаванда",1700.00 UAH,479,no,Vparfum,100ml,personal_parfum,aromatychni
1663,"Vparfum Gaba 50 мл, ароматичні парфум, італійський мандарин, апельсин, лаванда",900.00 UAH,479,no,Vparfum,50ml,personal_parfum,aromatychni
1664,"Vparfum Gaba 10 мл тестер, ароматичні парфум, італійський мандарин, апельсин, лаванда",270.00 UAH,479,no,Vparfum,10ml,personal_parfum,aromatychni
1665,"Vparfum Goddess 100 мл, амбровий парфум, ваніль, лаванда",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,amber
1666,"Vparfum Goddess 50 мл, амбровий парфум, ваніль, лаванда",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,amber
1667,"Vparfum Goddess 10 мл тестер, амбровий парфум, ваніль, лаванда",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,amber
1668,"Vparfum Meteore 125мл, ароматизатор для авто Vparfum, калабрійський бергамот, мандарин, сицилійський апельсин",625.00 UAH,2789,no,Vparfum,,car_parfum,fougere
1669,"Vparfum Meteore 100 мл, фужерний парфум, калабрійський бергамот, мандарин, сицилійський апельсин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,fougere
1670,"Vparfum Meteore 50 мл, фужерний парфум, калабрійський бергамот, мандарин, сицилійський апельсин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,fougere
1671,"Vparfum Meteore 10 мл тестер, фужерний парфум, калабрійський бергамот, мандарин, сицилійський апельсин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,fougere
1673,"Vparfum Pacific Chill 125мл, ароматизатор для авто Vparfum",725.00 UAH,2789,no,Vparfum,,car_parfum,other
1674,"Vparfum Pacific Chill 100 мл, парфум",1700.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1675,"Vparfum Pacific Chill 50 мл, парфум",900.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1676,"Vparfum Pacific Chill 10 мл тестер, парфум",270.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1677,"Vparfum Cant Get Enough 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1678,"Vparfum Cant Get Enough 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1679,"Vparfum Cant Get Enough 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1680,"Vparfum Cant Get Enough 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1681,"Vparfum Fantasmagory 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1682,"Vparfum Fantasmagory 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1683,"Vparfum Fantasmagory 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1684,"Vparfum Fantasmagory 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1685,"Vparfum Attrape-Rêves 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1686,"Vparfum Attrape-Rêves 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1687,"Vparfum Attrape-Rêves 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1688,"Vparfum Attrape-Rêves 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1689,"Vparfum Genetic Bliss 125мл, ароматизатор для авто Vparfum",725.00 UAH,2789,no,Vparfum,,car_parfum,other
1695,"Vparfum Genetic Bliss 100 мл, парфум",1700.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1696,"Vparfum Genetic Bliss 10 мл тестер, парфум",270.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1697,"Vparfum Genetic Bliss 50 мл, парфум",900.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1698,"Vparfum La Tosca 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1699,"Vparfum La Tosca 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1700,"Vparfum La Tosca 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1701,"Vparfum La Tosca 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1702,"Vparfum Bianco Latte 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1703,"Vparfum Bianco Latte 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1704,"Vparfum Bianco Latte 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1705,"Vparfum Bianco Latte 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1707,"Vparfum Painter 125 мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,125ml,car_parfum,other
1708,"Vparfum Delphinus 125мл, ароматизатор для авто Vparfum, ладан, мигдаль, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,amber
1709,"Vparfum Red Tobacco 125 мл, ароматизатор для авто Vparfum, біла груша, зелене яблуко, кориця, ладан",625.00 UAH,2789,no,Vparfum,125ml,car_parfum,oriental
1710,"Vparfum B683 125 мл, ароматизатор для авто Vparfum, мускатний горіх, червоний перець, чорний перець, шафран",625.00 UAH,2789,no,Vparfum,125ml,car_parfum,derevynni
1711,"Vparfum Arabians Tonka 125мл, ароматизатор для авто Vparfum, бергамот, шафран",625.00 UAH,2789,no,Vparfum,,car_parfum,derevynni
1712,"Vparfum Narcotic Delight 125мл, ароматизатор для авто Vparfum, вишня, рожевий перець, чорний перець",725.00 UAH,2789,no,Vparfum,,car_parfum,gourmand
1713,"Vparfum Eden Sparkling Lychee 125мл, ароматизатор для авто Vparfum, італійський лимон, лічі, чорна смородина",625.00 UAH,2789,no,Vparfum,,car_parfum,floral
1714,"Vparfum Old Fashioned 125мл, ароматизатор для авто Vparfum, давана, пшениця",625.00 UAH,2789,no,Vparfum,,car_parfum,oriental
1715,"Vparfum Gaba 125мл, ароматизатор для авто Vparfum, італійський мандарин, апельсин, лаванда",725.00 UAH,2789,no,Vparfum,,car_parfum,aromatychni
1716,"Vparfum Goddess 125мл, ароматизатор для авто Vparfum, ваніль, лаванда",625.00 UAH,2789,no,Vparfum,,car_parfum,amber
