id,title,price,google_product_category,identifier_exists,brand,custom_label_0,custom_label_1,custom_label_2
880,"Vparfum Blue Seduction 100 мл, парфум, бергамот, диня, мята",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
881,"Vparfum Meander 50 мл, східний парфум, морква, олібанум, рожевий перець, чорний перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,oriental
882,"Vparfum Meander 100 мл, східний парфум, морква, олібанум, рожевий перець, чорний перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,oriental
883,"Vparfum Angels Share 50 мл, парфум, коньяк",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
884,"Vparfum Angels Share 100 мл, парфум, коньяк",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
885,"Vparfum Blue Seduction 50 мл, парфум, бергамот, диня, мята",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
889,"Vparfum Meander 10 мл тестер, східний парфум, морква, олібанум, рожевий перець, чорний перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,oriental
890,"Vparfum Blue Seduction 10 мл тестер, парфум, бергамот, диня, мята",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
891,"Vparfum Angels Share 125мл, ароматизатор для авто Vparfum, коньяк",625.00 UAH,2789,no,Vparfum,,car_parfum,other
892,"Vparfum Meander 125мл, ароматизатор для авто Vparfum, морква, олібанум, рожевий перець, чорний перець",625.00 UAH,2789,no,Vparfum,,car_parfum,oriental
893,"Vparfum Blue Seduction 125мл, ароматизатор для авто Vparfum, бергамот, диня, мята",625.00 UAH,2789,no,Vparfum,,car_parfum,other
894,"Vparfum Cloud Pink 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
895,"Vparfum Cloud Pink 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
896,"Vparfum Cloud Pink 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
897,"Vparfum Cloud Pink 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
898,"Vparfum In Red 100 мл, парфум, бергамот, імбир, мандарин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
899,"Vparfum In Red 50 мл, парфум, бергамот, імбир, мандарин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
900,"Vparfum In Red 10 мл тестер, парфум, бергамот, імбир, мандарин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
901,"Vparfum In Red 125мл, ароматизатор для авто Vparfum, бергамот, імбир, мандарин",625.00 UAH,2789,no,Vparfum,,car_parfum,other
903,"Vparfum Al Rayhan 100 мл, парфум, білі квіти, лимон, манго",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
904,"Vparfum Al Rayhan 50 мл, парфум, білі квіти, лимон, манго",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
905,"Vparfum Al Rayhan 10 мл тестер, парфум, білі квіти, лимон, манго",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
906,"Vparfum Al Rayhan 125мл, ароматизатор для авто Vparfum, білі квіти, лимон, манго",625.00 UAH,2789,no,Vparfum,,car_parfum,other
907,"Vparfum Hayati 125мл, ароматизатор для авто Vparfum, ананас, малина",625.00 UAH,2789,no,Vparfum,,car_parfum,other
908,"Vparfum Hayati 100 мл, парфум, ананас, малина",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
909,"Vparfum Hayati 50 мл, парфум, ананас, малина",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
910,"Vparfum Hayati 10 мл тестер, парфум, ананас, малина",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
911,"Vparfum Musk Kashmir 125мл, ароматизатор для авто Vparfum, гарденія",625.00 UAH,2789,no,Vparfum,,car_parfum,other
912,"Vparfum Musk Kashmir 100 мл, парфум, гарденія",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
913,"Vparfum Musk Kashmir 50 мл, парфум, гарденія",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
914,"Vparfum Musk Kashmir 10 мл тестер, парфум, гарденія",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
915,"Vparfum Heroine 100 мл, деревинні парфум, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,derevynni
916,"Vparfum Heroine 50 мл, деревинні парфум, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,derevynni
917,"Vparfum Heroine 10 мл тестер, деревинні парфум, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,derevynni
918,"Vparfum Heroine 125мл, ароматизатор для авто Vparfum, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,derevynni
919,"Vparfum Weekend 100 мл, парфум, мандарин, шавлія",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
920,"Vparfum Weekend 50 мл, парфум, мандарин, шавлія",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
921,"Vparfum Weekend 10 мл тестер, парфум, мандарин, шавлія",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
922,"Vparfum Weekend 125мл, ароматизатор для авто Vparfum, мандарин, шавлія",625.00 UAH,2789,no,Vparfum,,car_parfum,other
923,"Vparfum Aqva Pour Homme Marine 100 мл, водяний парфум, грейпфрут, мандарин, неролі, петітгрейн",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,aquatic
924,"Vparfum Aqva Pour Homme Marine 50 мл, водяний парфум, грейпфрут, мандарин, неролі, петітгрейн",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,aquatic
925,"Vparfum Aqva Pour Homme Marine 10 мл тестер, водяний парфум, грейпфрут, мандарин, неролі, петітгрейн",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,aquatic
926,"Vparfum Aqva Pour Homme Marine 125мл, ароматизатор для авто Vparfum, грейпфрут, мандарин, неролі, петітгрейн",625.00 UAH,2789,no,Vparfum,,car_parfum,aquatic
927,"Vparfum Bal DAfrique 100 мл, парфум, бергамот, лимон, смородина",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
928,"Vparfum Bal DAfrique 50 мл, парфум, бергамот, лимон, смородина",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
929,"Vparfum Bal DAfrique 10 мл тестер, парфум, бергамот, лимон, смородина",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
930,"Vparfum Bal DAfrique 125мл, ароматизатор для авто Vparfum, бергамот, лимон, смородина",625.00 UAH,2789,no,Vparfum,,car_parfum,other
931,"Vparfum Blanche 125мл, ароматизатор для авто Vparfum, альдегіди, троянда, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
932,"Vparfum Blanche 100 мл, парфум, альдегіди, троянда, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
933,"Vparfum Blanche 50 мл, парфум, альдегіди, троянда, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
934,"Vparfum Blanche 10 мл тестер, парфум, альдегіди, троянда, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
935,"Vparfum Rouge Chaotique 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
936,"Vparfum Rouge Chaotique 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
937,"Vparfum Rouge Chaotique 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
938,"Vparfum Rouge Chaotique 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
939,"Vparfum Bad Boy 100 мл, парфум, бергамот, чорний перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
940,"Vparfum Bad Boy 125мл, ароматизатор для авто Vparfum, бергамот, чорний перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
941,"Vparfum Bad Boy 50 мл, парфум, бергамот, чорний перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
942,"Vparfum Bad Boy 10 мл тестер, парфум, бергамот, чорний перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
943,"Vparfum Allure Homme Sport 125мл, ароматизатор для авто Vparfum, альдегіди, апельсин, морські ноти",625.00 UAH,2789,no,Vparfum,,car_parfum,other
944,"Vparfum Allure Homme Sport 100 мл, парфум, альдегіди, апельсин, морські ноти",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
945,"Vparfum Allure Homme Sport 50 мл, парфум, альдегіди, апельсин, морські ноти",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
946,"Vparfum Allure Homme Sport 10 мл тестер, парфум, альдегіди, апельсин, морські ноти",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
947,"Vparfum Bleu De 125мл, ароматизатор для авто Vparfum, грейпфрут, мята, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
948,"Vparfum Bleu De 100 мл, парфум, грейпфрут, мята, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
949,"Vparfum Bleu De 50 мл, парфум, грейпфрут, мята, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
950,"Vparfum Bleu De 10 мл тестер, парфум, грейпфрут, мята, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
951,"Vparfum Chance 125мл, ароматизатор для авто Vparfum, лимон, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
952,"Vparfum Chance 100 мл, парфум, лимон, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
953,"Vparfum Chance 50 мл, парфум, лимон, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
954,"Vparfum Chance 10 мл тестер, парфум, лимон, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
955,"Vparfum Chance Fraiche 125мл, ароматизатор для авто Vparfum, лимон, кедр",625.00 UAH,2789,no,Vparfum,,car_parfum,other
956,"Vparfum Chance Fraiche 100 мл, парфум, лимон, кедр",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
957,"Vparfum Chance Fraiche 50 мл, парфум, лимон, кедр",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
958,"Vparfum Chance Fraiche 10 мл тестер, парфум, лимон, кедр",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
959,"Vparfum Chance Tendre 125мл, ароматизатор для авто Vparfum, гайпфрут, айва",625.00 UAH,2789,no,Vparfum,,car_parfum,other
960,"Vparfum Chance Tendre 100 мл, парфум, гайпфрут, айва",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
961,"Vparfum Chance Tendre 50 мл, парфум, гайпфрут, айва",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
962,"Vparfum Chance Tendre 10 мл тестер, парфум, гайпфрут, айва",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
963,"Vparfum Coco Mademoiselle 125мл, ароматизатор для авто Vparfum, апельсин, бергамот, квітка апельсина",625.00 UAH,2789,no,Vparfum,,car_parfum,other
964,"Vparfum Coco Mademoiselle 100 мл, парфум, апельсин, бергамот, квітка апельсина",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
965,"Vparfum Coco Mademoiselle 10 мл тестер, парфум, апельсин, бергамот, квітка апельсина",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
966,"Vparfum Coco Mademoiselle 50 мл, парфум, апельсин, бергамот, квітка апельсина",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
967,"Vparfum Egoiste Platinum 125мл, ароматизатор для авто Vparfum, лаванда, неролі, розмарин",625.00 UAH,2789,no,Vparfum,,car_parfum,other
968,"Vparfum Egoiste Platinum 100 мл, парфум, лаванда, неролі, розмарин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
969,"Vparfum Egoiste Platinum 50 мл, парфум, лаванда, неролі, розмарин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
970,"Vparfum Egoiste Platinum 10 мл тестер, парфум, лаванда, неролі, розмарин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
971,"Vparfum N5 125мл, ароматизатор для авто Vparfum, альдегіди, іланг-іланг, неролі",625.00 UAH,2789,no,Vparfum,,car_parfum,other
972,"Vparfum N5 100 мл, парфум, альдегіди, іланг-іланг, неролі",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
973,"Vparfum N5 50 мл, парфум, альдегіди, іланг-іланг, неролі",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
974,"Vparfum N5 10 мл тестер, парфум, альдегіди, іланг-іланг, неролі",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
975,"Vparfum Jador 125мл, ароматизатор для авто Vparfum, груша, диня, персик",625.00 UAH,2789,no,Vparfum,,car_parfum,other
976,"Vparfum Jador 100 мл, парфум, груша, диня, персик",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
977,"Vparfum Jador 50 мл, парфум, груша, диня, персик",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
978,"Vparfum Jador 10 мл тестер, парфум, груша, диня, персик",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
979,"Vparfum Miss Blooming Bouquet 125мл, ароматизатор для авто Vparfum, сицилійський мандарин",625.00 UAH,2789,no,Vparfum,,car_parfum,other
980,"Vparfum Miss Blooming Bouquet 100 мл, парфум, сицилійський мандарин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
981,"Vparfum Miss Blooming Bouquet 50 мл, парфум, сицилійський мандарин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
982,"Vparfum Miss Blooming Bouquet 10 мл тестер, парфум, сицилійський мандарин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
983,"Vparfum Sauvage 125мл, ароматизатор для авто Vparfum, бергамот, перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
984,"Vparfum Sauvage 100 мл, парфум, бергамот, перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
985,"Vparfum Sauvage 50 мл, парфум, бергамот, перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
986,"Vparfum Sauvage 10 мл тестер, парфум, бергамот, перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
987,"Vparfum Sauvage Elixir 125мл, ароматизатор для авто Vparfum, грейпфрут, кардамон, кориця, мускатний горіх",625.00 UAH,2789,no,Vparfum,,car_parfum,derevynni
988,"Vparfum Sauvage Elixir 100 мл, деревинні парфум, грейпфрут, кардамон, кориця, мускатний горіх",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,derevynni
989,"Vparfum Sauvage Elixir 50 мл, деревинні парфум, грейпфрут, кардамон, кориця, мускатний горіх",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,derevynni
990,"Vparfum Sauvage Elixir 10 мл тестер, деревинні парфум, грейпфрут, кардамон, кориця, мускатний горіх",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,derevynni
991,"Vparfum Aventus 125мл, ароматизатор для авто Vparfum, ананас, смородина, яблуко",625.00 UAH,2789,no,Vparfum,,car_parfum,other
992,"Vparfum Aventus 100 мл, парфум, ананас, смородина, яблуко",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
993,"Vparfum Aventus 50 мл, парфум, ананас, смородина, яблуко",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
994,"Vparfum Aventus 10 мл тестер, парфум, ананас, смородина, яблуко",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
995,"Vparfum Aventus For Her 125мл, ароматизатор для авто Vparfum, лимон, пачулі, яблуко",625.00 UAH,2789,no,Vparfum,,car_parfum,other
996,"Vparfum Aventus For Her 100 мл, парфум, лимон, пачулі, яблуко",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
997,"Vparfum Aventus For Her 50 мл, парфум, лимон, пачулі, яблуко",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
998,"Vparfum Aventus For Her 10 мл тестер, парфум, лимон, пачулі, яблуко",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
999,"Vparfum Millesime 1849 125мл, ароматизатор для авто Vparfum",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1000,"Vparfum Millesime 1849 100 мл, парфум",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1001,"Vparfum Millesime 1849 50 мл, парфум",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1002,"Vparfum Millesime 1849 10 мл тестер, парфум",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1003,"Vparfum Millesime Imperial 125мл, ароматизатор для авто Vparfum, морська сіль, фруктові ноти",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1004,"Vparfum Millesime Imperial 100 мл, парфум, морська сіль, фруктові ноти",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1005,"Vparfum Millesime Imperial 50 мл, парфум, морська сіль, фруктові ноти",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1006,"Vparfum Millesime Imperial 10 мл тестер, парфум, морська сіль, фруктові ноти",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1011,"Vparfum Virgin Island Water 125мл, ароматизатор для авто Vparfum, білий бергамот, кокос, лайм, сицилійський мандарин",625.00 UAH,2789,no,Vparfum,,car_parfum,citrus
1012,"Vparfum Virgin Island Water 100 мл, цитрусовий парфум, білий бергамот, кокос, лайм, сицилійський мандарин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,citrus
1013,"Vparfum Virgin Island Water 50 мл, цитрусовий парфум, білий бергамот, кокос, лайм, сицилійський мандарин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,citrus
1014,"Vparfum Virgin Island Water 10 мл тестер, цитрусовий парфум, білий бергамот, кокос, лайм, сицилійський мандарин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,citrus
1015,"Vparfum 3 LImperatrice 125 мл, ароматизатор для авто Vparfum, ківі, ревінь, рожевий перець",625.00 UAH,2789,no,Vparfum,125ml,car_parfum,other
1016,"Vparfum 3 LImperatrice 100 мл, парфум, ківі, ревінь, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1017,"Vparfum 3 LImperatrice 50 мл, парфум, ківі, ревінь, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1018,"Vparfum 3 LImperatrice 10 мл тестер, парфум, ківі, ревінь, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1019,"Vparfum K 125мл, ароматизатор для авто Vparfum, червоний апельсин, ялівець, лимон, кардамон",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1020,"Vparfum K 100 мл, парфум, червоний апельсин, ялівець, лимон, кардамон",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1021,"Vparfum K 50 мл, парфум, червоний апельсин, ялівець, лимон, кардамон",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1022,"Vparfum K 10 мл тестер, парфум, червоний апельсин, ялівець, лимон, кардамон",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1023,"Vparfum Light Blue For Woman 125мл, ароматизатор для авто Vparfum, кедр, лимон, яблуко",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1024,"Vparfum Light Blue For Woman 100 мл, парфум, кедр, лимон, яблуко",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1025,"Vparfum Light Blue For Woman 50 мл, парфум, кедр, лимон, яблуко",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1026,"Vparfum Light Blue For Woman 10 мл тестер, парфум, кедр, лимон, яблуко",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1027,"Vparfum Q 125мл, ароматизатор для авто Vparfum, жасмин, сицилійський лимон, червоний апельсин",625.00 UAH,2789,no,Vparfum,,car_parfum,fruity
1028,"Vparfum Q 100 мл, фруктовий парфум, жасмин, сицилійський лимон, червоний апельсин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,fruity
1029,"Vparfum Q 50 мл, фруктовий парфум, жасмин, сицилійський лимон, червоний апельсин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,fruity
1030,"Vparfum Q 10 мл тестер, фруктовий парфум, жасмин, сицилійський лимон, червоний апельсин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,fruity
1031,"Vparfum The One For Men 125мл, ароматизатор для авто Vparfum, базилік, грейпфрут, коріандр",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1032,"Vparfum The One For Men 100 мл, парфум, базилік, грейпфрут, коріандр",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1033,"Vparfum The One For Men 50 мл, парфум, базилік, грейпфрут, коріандр",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1034,"Vparfum The One For Men 10 мл тестер, парфум, базилік, грейпфрут, коріандр",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1035,"Vparfum The One For Woman 125мл, ароматизатор для авто Vparfum, личі, мандарин, персик",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1036,"Vparfum The One For Woman 100 мл, парфум, личі, мандарин, персик",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1037,"Vparfum The One For Woman 50 мл, парфум, личі, мандарин, персик",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1038,"Vparfum The One For Woman 10 мл тестер, парфум, личі, мандарин, персик",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1039,"Vparfum Be Delicious 125мл, ароматизатор для авто Vparfum, грейпфрут, магнолія, огірок",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1040,"Vparfum Be Delicious 100 мл, парфум, грейпфрут, магнолія, огірок",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1041,"Vparfum Be Delicious 50 мл, парфум, грейпфрут, магнолія, огірок",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1042,"Vparfum Be Delicious 10 мл тестер, парфум, грейпфрут, магнолія, огірок",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1043,"Vparfum Escentric 01 100 мл, парфум, лимон, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1044,"Vparfum Escentric 01 50 мл, парфум, лимон, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1045,"Vparfum Escentric 01 10 мл тестер, парфум, лимон, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1046,"Vparfum Escentric 01 125мл, ароматизатор для авто Vparfum, лимон, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1047,"Vparfum Escentric 02 100 мл, парфум, жасмин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1048,"Vparfum Escentric 02 50 мл, парфум, жасмин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1049,"Vparfum Escentric 02 10 мл тестер, парфум, жасмин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1050,"Vparfum Escentric 02 125мл, ароматизатор для авто Vparfum, жасмин",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1051,"Vparfum Molecule 04 100 мл, парфум, грейпфрут, сандал",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1052,"Vparfum Molecule 04 125мл, ароматизатор для авто Vparfum, грейпфрут, сандал",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1053,"Vparfum Molecule 04 50 мл, парфум, грейпфрут, сандал",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1054,"Vparfum Molecule 04 10 мл тестер, парфум, грейпфрут, сандал",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1063,"Vparfum Blue Talisman 125мл, ароматизатор для авто Vparfum, імбир, бергамот, груша, мандарин",625.00 UAH,2789,no,Vparfum,,car_parfum,fruity
1064,"Vparfum Blue Talisman 100 мл, фруктовий парфум, імбир, бергамот, груша, мандарин",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,fruity
1065,"Vparfum Blue Talisman 50 мл, фруктовий парфум, імбир, бергамот, груша, мандарин",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,fruity
1066,"Vparfum Blue Talisman 10 мл тестер, фруктовий парфум, імбир, бергамот, груша, мандарин",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,fruity
1067,"Vparfum Fleur Narcotique 125мл, ароматизатор для авто Vparfum, бергамот, личі, персик",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1068,"Vparfum Fleur Narcotique 100 мл, парфум, бергамот, личі, персик",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1069,"Vparfum Fleur Narcotique 50 мл, парфум, бергамот, личі, персик",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1070,"Vparfum Fleur Narcotique 10 мл тестер, парфум, бергамот, личі, персик",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1071,"Vparfum Iris Porcelana 125мл, ароматизатор для авто Vparfum, лист фіалки",625.00 UAH,2789,no,Vparfum,,car_parfum,floral
1072,"Vparfum Iris Porcelana 100 мл, квітковий парфум, лист фіалки",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,floral
1073,"Vparfum Iris Porcelana 50 мл, квітковий парфум, лист фіалки",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,floral
1074,"Vparfum Iris Porcelana 10 мл тестер, квітковий парфум, лист фіалки",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,floral
1075,"Vparfum Lust in Paradise 125мл, ароматизатор для авто Vparfum, рожевий перець",625.00 UAH,2789,no,Vparfum,,car_parfum,derevynni
1076,"Vparfum Lust in Paradise 100 мл, деревинні парфум, рожевий перець",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,derevynni
1077,"Vparfum Lust in Paradise 50 мл, деревинні парфум, рожевий перець",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,derevynni
1078,"Vparfum Lust in Paradise 10 мл тестер, деревинні парфум, рожевий перець",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,derevynni
1083,"Vparfum Cocaine 125мл, ароматизатор для авто Vparfum, карамель, червоні ягоди, тютюн",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1084,"Vparfum Cocaine 100 мл, парфум, карамель, червоні ягоди, тютюн",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1085,"Vparfum Cocaine 50 мл, парфум, карамель, червоні ягоди, тютюн",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1086,"Vparfum Cocaine 10 мл тестер, парфум, карамель, червоні ягоди, тютюн",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1087,"Vparfum Acqua di Gio 125мл, ароматизатор для авто Vparfum, бергамот, лайм, лимон",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1088,"Vparfum Acqua di Gio 100 мл, парфум, бергамот, лайм, лимон",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
1089,"Vparfum Acqua di Gio 50 мл, парфум, бергамот, лайм, лимон",800.00 UAH,479,no,Vparfum,50ml,personal_parfum,other
1090,"Vparfum Acqua di Gio 10 мл тестер, парфум, бергамот, лайм, лимон",230.00 UAH,479,no,Vparfum,10ml,personal_parfum,other
1091,"Vparfum Acqua Di Gioia 125мл, ароматизатор для авто Vparfum, лимон, мята",625.00 UAH,2789,no,Vparfum,,car_parfum,other
1092,"Vparfum Acqua Di Gioia 100 мл, парфум, лимон, мята",1500.00 UAH,479,no,Vparfum,100ml,personal_parfum,other
